96500 98888
1 510198934 11281267
2 951273419 829579796
1 975170327 92491985
1 274600688 271405813
2 711284797 669603977
2 450142215 102802771
1 856117804 631496928
1 275574349 603340711
1 642463209 124355125
1 493777783 46386873
1 753343519 673919699
2 272530869 636674810
1 588132678 26175652
1 403633387 758473014
1 348277772 257070860
2 688185936 141587257
2 935678443 717823098
1 264857688 522540563
1 872830824 999844889
1 397949266 69236904
1 758506217 751060527
2 37708743 56146314
1 212854136 879191497
1 27542382 195830169
1 912956896 295893257
1 185963825 698278968
2 216421259 702285642
1 293238322 128991636
1 663743414 150991511
1 827499656 682620420
1 404068720 839685226
2 782832235 576552123
1 326058814 839703401
2 444529997 120051666
2 306834324 649225599
1 948218062 224823647
1 533993268 490694463
2 681007279 748983290
1 636939 760594116
1 488950935 171426054
2 90083505 643454556
1 451077525 642688765
1 315469359 749370848
1 814384951 100084057
1 44051948 292210399
2 195916628 471314523
1 39379901 433032831
1 681723459 693897246
2 173174695 706757180
1 454196248 519458698
2 665323110 138159841
1 922752776 371986176
1 741339838 791515950
1 736666271 906791742
1 105588898 811116264
1 630304703 141796317
2 410941883 392818829
2 949160628 827123458
2 708268676 369782211
2 278377441 470267721
2 144549868 84100228
1 90480793 878223031
1 294835678 58466517
1 8847165 310909090
2 333656356 682572975
1 811320842 495716691
2 478793604 462877119
2 891938327 371605829
1 42115009 743309909
1 718887714 602811176
2 629984968 855956044
2 972895212 302318404
1 687835542 547482593
2 708895754 171663922
1 296781654 197725375
1 46421749 466750160
2 728799903 486225811
1 539868590 245962133
1 182453476 36406863
1 113650149 798070638
1 390907464 622249853
1 29066818 840200835
1 235034206 790451987
1 314642945 99237701
1 789109684 500433694
1 474752979 271569448
2 418084048 965080330
1 123167613 489793139
1 633345793 713788419
1 105895092 100825037
1 72880983 637981069
1 796668499 839902226
2 138645267 191245474
1 379439144 240196
2 826565486 807389337
2 201210984 259242641
2 266012268 600213800
2 428086835 578196973
1 177511544 581734325
1 853534163 157915581
1 511279367 990249522
1 790373521 266905683
1 396556666 286128821
1 819304049 378006979
2 976415724 342021472
1 985026219 177206588
1 660184362 463546663
1 615263493 392745124
1 124854265 334108736
1 285076436 243643395
2 588392844 103818320
2 4747304 124021967
1 780633922 136727531
2 320366844 664044079
1 818676488 568007487
1 49557407 480662991
1 456892897 390376785
1 806764659 874855233
2 631992283 440182319
1 333565055 88539293
1 110192124 868124354
1 769604567 449951688
2 741188409 393932394
2 685135341 55339551
1 598164789 984657116
1 253551391 830672889
1 51308883 432712
1 570619670 890309835
1 291010337 983448318
1 387281794 815156279
1 998606580 789067333
1 765260444 245699003
1 174174070 116362207
1 20921238 228907536
1 93242934 56886584
2 240272035 775814463
1 322129505 17295026
2 307999635 907254753
1 363997560 319059195
1 711628575 798008460
2 913623955 562714213
1 167307800 886100677
2 267881792 163554032
1 619938987 516877843
1 447601611 205060636
1 62297730 6390599
1 167592044 13917222
1 286294198 28711437
1 970084027 299372343
1 88693146 898010960
1 180874579 62667326
1 583166215 952189175
2 90288096 787048199
1 555172938 122606398
1 484884452 545522977
1 666136678 719873913
1 861468067 359053995
2 700654059 239933112
1 143087362 273565650
2 408993674 654503449
1 29063209 986565794
2 859995452 378617454
1 277158416 102445947
2 892877056 116438603
2 244322303 129192035
1 444785681 915343938
1 136264110 411802577
2 279679473 878683075
1 660355723 403148765
1 805494973 10079101
1 707631359 188792205
1 445683286 176027066
2 964885564 975634229
2 422900289 307264231
1 689881040 566429127
1 85434025 16076910
2 389933103 633055124
1 990339550 284047531
1 51421218 386458341
1 825959784 571795480
2 523553856 922134611
1 524770394 100673729
1 367484368 939782782
1 29313362 688898549
1 146032288 583834473
1 472770912 171224084
1 614609177 340095769
1 453353566 241404206
2 656479869 833663644
1 997800183 120854836
1 55166209 51496315
1 107650582 895079478
2 914752408 201270961
1 366265614 138042196
1 591485013 386811528
2 763939668 522253241
1 368808717 930301377
1 938711978 517343384
2 256335792 176438840
1 931258346 591180464
2 656089910 367568603
2 63336980 500217595
1 386032467 499575282
1 299825749 967706159
1 869481986 550499445
1 793152892 89658915
2 94319854 183833270
2 859917807 866616517
2 749156840 175366097
1 412713921 903669015
1 959095654 508402396
1 409879082 503170176
1 22865700 51730734
1 322237832 690463268
2 143499615 173893724
1 775836311 753152971
1 16045254 675601612
2 521358161 526310745
1 894315772 527134651
1 99127577 737360214
2 626714493 576173894
1 294063173 752855442
1 665141689 29479319
2 895987763 710999977
1 739640765 506988519
2 173397639 951788272
1 170695500 988599755
1 590004584 275045089
1 696225491 616413312
1 379722667 470443963
1 726548561 509647885
1 126876480 754716467
2 598597385 458342078
1 328699381 122556383
1 472772166 985278640
2 22134029 491954472
1 244854387 689014657
2 104539032 931844734
1 743852565 427750768
1 91111066 147845951
1 817037936 946151434
1 883010164 285320509
1 429670825 283029492
1 766574277 59475186
1 200464080 590928995
2 44327431 420264464
1 371298974 981861483
2 889689542 876476911
1 497131241 573380657
1 136065476 575349655
2 59343108 947203948
2 516243588 672049636
2 378383830 590930621
1 95029011 10711665
2 856707513 598296434
1 250487983 676560739
1 635080134 798086548
1 581398719 517676383
1 845624485 363943549
1 954414838 294822823
1 375187817 769652727
1 747187224 638789759
1 280316331 844937246
2 292322546 415424864
1 611118787 452148086
1 312686741 433571778
1 459043138 22255273
1 826657354 558436235
1 674446530 4140844
1 297020301 61181857
1 924714999 345834854
1 627738549 607613910
2 645876307 506234742
2 523785052 719899911
1 98955312 428059515
2 710978588 611095186
2 546626955 224190819
2 973379023 50816715
1 626639289 666725335
2 857383390 220342938
1 805288692 838081628
2 661529795 601402624
1 188167903 442017337
1 89670723 148278423
1 5627386 676153190
1 433173809 382644533
2 107875612 382191394
2 626245600 285423831
2 194548790 104381374
2 742249989 263059700
1 188130023 805368177
1 381849917 863396361
1 632012244 568645424
1 974655173 24233295
1 50940137 452391053
2 354083215 192387246
1 37879194 418927555
1 97929654 369694685
1 328961378 230972668
1 28802298 896401911
1 417870411 669450565
1 577239087 119196641
2 97868895 703023241
2 288579075 130438599
1 27481527 758997340
1 973482167 784357923
1 960256209 686497458
1 410655063 14686030
2 406167902 760898748
2 979232530 793944749
2 718349473 146529277
1 136310981 199563474
1 230408904 569433987
1 308216474 463721954
2 306203426 990162570
2 772993212 568333381
2 16822581 416761110
1 581958956 136623632
1 390921706 861615147
1 739881117 44595867
1 129958684 810690145
1 473021233 876380415
1 775435108 807090160
1 335048466 250424206
1 639767296 118323343
1 769365877 526234730
1 227249390 947551942
1 599033480 345339802
2 838343111 185437188
2 486433917 817577468
1 667328375 273888922
2 140603504 329553537
1 712399992 85333519
1 45607841 672300286
2 263704090 461371800
1 179596778 268523811
1 656871987 981539929
1 811806108 61647765
2 707756179 139158298
2 855111988 699595170
2 860300447 62217478
1 944820019 95973415
1 874350389 769370080
2 259994934 398612671
1 148562116 507485798
1 129911193 219530330
1 82762672 570308695
1 949793051 925860006
1 686032175 303064482
2 346546161 218655841
1 788617838 823912560
1 644486595 771665275
1 988675954 595782039
1 650667278 571189400
1 923393234 753250616
2 191735308 269851056
1 381186791 662677336
1 64522847 103731441
2 280707349 619820762
1 168989494 233044324
1 131953495 539266761
1 223844474 910208621
1 929187077 139100733
1 913578387 796852837
1 405714840 381715233
1 272469062 745368208
1 236352961 332447155
1 951739734 431506482
2 762110206 193761534
1 616525069 121216486
2 284395622 331599310
1 690499357 14043289
1 679638844 224532715
1 496538243 989776437
2 599585872 246478980
2 139215731 627572843
1 432239586 506522679
2 803909887 139342463
2 810548334 397076617
1 143274537 685975072
1 486550907 636344751
1 92457492 302391263
2 68729585 939416656
1 468701025 488109979
2 17753942 37759908
1 139891235 804876827
1 491290188 832545579
1 126076830 992879377
1 308260294 200204694
1 648850116 94918724
1 325339287 484031347
2 667171839 937955664
1 207059889 925024861
1 722727125 707282443
1 310773211 485127773
2 487994279 479799260
1 887185489 947552502
2 563935878 224967335
1 704090444 806175916
2 121922636 40301170
1 102465489 3072376
1 781802901 101899692
2 210775288 299731513
2 858973961 390287393
2 199474641 141296898
1 240336759 716147084
1 890214175 311070576
1 124123279 726307494
1 892778163 454343952
1 78691542 511798420
2 304872276 92360990
1 720079390 303956885
1 45723577 469991591
1 700139021 173624034
1 168274343 743898280
1 761724822 159063587
1 183831143 214030946
1 496131975 958586171
2 763370055 686185785
2 196896709 763666714
1 940855376 34211571
1 119717585 694252434
1 248481503 165906084
1 706209323 117974692
2 91378198 342566181
1 592126210 218969850
1 894525391 548212468
1 16245747 104825238
1 195994866 993282011
2 873684557 316149891
2 824296780 538974663
1 77799942 913567818
1 518971416 421498245
1 140381107 886694452
1 93575126 197586587
1 333023169 570995879
1 226965890 684756158
2 946465772 838856675
1 285549978 405507779
1 696875359 8347975
1 358574897 729180397
1 242825781 746950545
1 470594235 888014322
1 622066145 908283997
2 245630221 843554813
1 600312339 571307967
1 703835641 25690611
1 623098261 282209855
1 562790839 307649685
1 496086056 186825538
1 387284280 63959903
1 366084679 244551298
2 774810010 683981240
1 947083547 484382865
2 452879835 662320455
1 794956410 129593461
2 82525378 522570662
2 60108355 923808395
2 32353691 41079102
1 78723988 57118342
2 100050982 870137451
1 471182414 36120540
1 14633355 568135236
1 664937720 103361052
1 344093000 145073276
1 279292206 812337547
1 646804019 272926219
1 372668714 380761546
1 533257561 803547374
2 831883222 342770184
2 121611523 106392273
1 878557353 963358746
1 675854452 837744359
2 333806675 61500761
1 460050575 128884825
1 37715661 965395718
2 227866947 589414206
2 215965531 485316087
2 362098275 610030905
1 24376940 119811159
2 132226737 275151270
2 296541911 463332068
1 860108207 126207092
1 874382425 307799132
1 341090633 76414988
1 386571850 768029353
1 326407 983933733
1 131930532 153327620
1 298977272 946760171
2 15525257 525946621
1 446058444 38856631
2 636589714 399793844
1 46582097 659730280
1 722865453 677656070
2 530633734 654559925
2 592695817 54936464
2 67955196 247636124
1 340318364 981791787
1 169880123 169460398
1 158799704 771935554
1 85329445 405884497
2 98051997 278429839
1 376062796 443039251
1 294516758 140829018
1 761852771 954997361
1 485343773 822880083
2 360887409 940863935
1 47788295 604947243
2 924905637 402404073
1 815455714 916528622
1 519954769 561821518
2 44667073 686176617
1 21644995 655673200
2 322674070 579864393
2 763869908 497280568
1 310233254 5062
1 813085183 877203398
2 863491348 797577988
1 887333344 285067840
2 617436453 613483267
1 8640379 337445504
2 769190415 79233612
1 763229258 674315675
1 858491251 867315011
1 673176297 130171283
1 693815657 916522567
1 529305086 153314528
1 99857498 120240579
1 39851522 355589546
2 97018204 437845133
1 46332821 119620911
2 719284677 832117376
1 245962911 140108349
1 318948555 242159551
1 845651606 612744774
1 883497366 238295004
2 921768501 9145427
1 821135544 95172386
1 622585323 251195477
2 244066978 132912054
1 597494431 248347023
1 516526245 127698541
1 665192472 882989200
1 692142238 63161914
2 607995748 650322788
1 549290789 45575917
1 290871776 802137238
1 465906800 770210638
2 560913321 609954295
1 788261869 283592518
2 492151742 280298128
1 670291507 683124565
1 657908667 77667866
1 651632061 960933174
1 868696962 596008028
1 850822817 478458524
1 72759851 395094123
2 102615498 229306345
2 920183402 492695367
2 33091021 548482530
1 92795968 134663610
1 479844827 743891482
1 652809702 278708991
1 454737451 25522931
2 380111337 914874781
1 566656198 848228988
1 136585421 78635751
2 89870596 774103131
1 388218608 527803648
1 234761288 498486455
1 832220624 364013235
1 996955414 955207782
1 9848289 163952404
1 251800004 105377569
2 743381277 96747940
2 690072918 643839026
2 167064471 884416046
1 357920508 261261287
1 67131670 291536524
2 137966833 319202049
2 65638444 171712328
2 765304299 982769988
2 327514846 334408039
1 998276304 533085895
2 113728322 964440602
1 251003097 744147149
1 377247175 21544281
1 457502244 248758648
2 36312702 215205344
1 192232975 44205737
2 24448602 738277237
2 699578975 143844078
1 1673582 210605263
1 1435637 299409520
1 328507742 49163357
2 509969060 442756243
1 912974635 387011208
2 923635050 522484834
1 172258977 141648861
2 25995387 965288968
1 652960207 453741457
1 687500848 10226407
1 56069117 194285542
1 301466292 623024949
1 916919484 116095294
1 708147424 479383494
1 15980538 942424869
1 630741527 686541275
1 987829999 55696814
1 854024805 607179665
1 299807295 864571203
2 578177946 866214325
1 791188273 282562087
1 12400286 691650199
1 48846076 410224756
1 405823529 267989031
1 825429171 243717377
1 508895405 370684412
2 403660059 206749318
1 285603190 506863285
1 858734240 656263840
1 204240706 994677836
1 993149030 612842726
1 719779466 351080089
2 98077519 61883162
1 157746488 43381996
1 183412648 977341491
1 118888220 432995339
1 361551308 361596193
2 227019960 239005579
2 462861716 131091378
1 107215196 227019339
2 541428624 695649807
1 167861768 606706265
1 631076549 81826510
1 293936124 972047968
2 459814799 106659818
1 167098670 311714992
2 242844908 68418034
1 317390415 31325757
1 691552053 526835785
1 35937971 566573790
1 336061349 301101033
2 907915756 114294088
1 145382735 404215437
1 108753025 96486156
1 481425983 401092963
1 414053780 154864180
1 810267307 761801700
1 642546094 369919673
1 239234072 510639498
1 533913836 303164486
1 161418036 681084891
1 214468059 87107947
2 763596025 189096281
1 486069151 129406247
1 386102950 329677994
1 279679748 883305000
1 212527222 679715193
1 117092306 875366290
1 292118195 275864901
1 101017140 282990850
2 324827284 261710092
1 674158470 250662296
1 278944960 271141319
2 806338568 510499806
2 13444153 263075114
1 619712804 10387456
2 278830787 499719355
2 393780629 519410127
1 525577450 779962039
1 957120504 671794698
1 727419930 915339717
1 661662166 678678374
2 686608046 391793791
2 759931987 884635378
1 168534579 29738860
1 860363539 915583300
1 614152970 262559308
2 661908766 528317280
2 271697042 654929950
1 332603775 171713284
1 228702821 605562995
1 26475603 32301848
1 986828769 407893380
1 314834513 23953783
1 360390898 978916724
1 706134060 793491676
1 245285908 499137163
2 168749245 135641606
2 789770482 869047445
1 517776839 464574007
1 972281968 939966153
1 492632101 911240900
1 277225300 79081688
1 691807502 732221256
1 957028436 124407822
1 575369815 914596842
2 373111543 26432539
1 843043956 735644164
1 414439954 202839657
1 88781644 237913199
1 235560043 245281280
1 402204105 713355626
1 744511051 757506735
1 221097459 631262681
1 16984021 421073052
2 107242466 685346229
1 160889252 383746791
1 204392971 406312044
1 517959731 243472557
1 334319566 884703788
1 242462963 91519360
1 15782630 911152407
1 904666623 547712001
1 324286474 116756079
2 439375107 174139894
1 39909134 530895852
2 536072010 68372905
1 794843369 229713374
2 263848243 91172693
2 422940747 987241837
1 291445684 710390759
1 335447828 727071821
2 334071336 214690894
1 18777415 704896374
1 945830803 697329505
1 799237449 66571936
1 766683153 741870471
1 812624279 573240811
1 756633223 483905074
1 533395049 173845965
2 840136938 269516519
1 976698313 796527501
1 453295894 65089480
2 495185798 88574861
1 953900726 244077027
2 883273143 764746337
1 723859550 205575173
1 496227000 53682630
1 884565652 13108630
2 35344038 114738672
1 892701919 320394691
1 279429400 970673458
2 756136573 372138043
1 129163602 894175344
1 225659811 208322875
1 423323365 182473044
1 296029256 437074071
2 189854547 517650565
1 754111015 42828158
2 987624583 105258818
1 527100582 609437799
1 196064251 11952059
1 176354746 259761740
1 861839276 948491295
1 37253246 197564245
1 32895708 413340586
1 928228732 419086916
1 243840646 830938846
1 900684175 979680100
2 948921309 306877741
2 911988380 197914021
1 520475109 717241310
2 343193609 706889199
2 500563824 75723247
1 519841035 797777827
2 10920377 441139753
1 798096588 426495354
1 113463161 802846969
1 116058323 470061763
1 586697203 167962375
2 641610222 27609567
2 112260800 69602112
2 319771940 402910786
1 616262407 1623546
1 702857739 415455804
1 136879557 372707140
2 70027440 716102680
1 618686870 947383894
1 16959299 5570398
2 94147367 225306486
2 74287726 304285484
1 136948283 380301375
2 493155728 121905301
2 24646286 351742087
1 566951555 369843146
1 826244551 62907155
1 365599563 681141274
1 277706274 720360765
1 796123982 278139595
2 260567206 633875009
1 381024389 873649147
1 879488831 438840316
1 105284336 780288602
1 761802806 115235606
1 872055166 848262765
1 873263756 833682072
2 951328427 754099252
1 700082003 8301086
1 363206396 54351376
1 145835732 782306497
2 569960451 548234337
1 464460873 90835666
1 267340500 448972554
1 789529278 110099111
2 461652932 935390091
2 333963138 189185686
1 470570112 482579061
2 618789035 871492471
1 347739219 150050246
1 314999199 437326316
1 959078256 215994210
1 363932490 372911352
1 199850514 16143468
1 465673724 147869600
2 560022884 31270234
1 506270195 345936529
1 12349163 393952429
1 617302728 513450839
2 465255922 361300905
2 88026375 990535489
1 952485916 87685474
1 956513599 61476951
1 335707125 790109206
2 749027895 362692551
2 6914774 838446836
1 915348354 834422217
1 29078553 682925911
1 714973578 35415412
2 62999380 707098845
1 457529523 707236801
1 374722105 177860662
1 165698332 753059412
1 155431209 785193489
1 41487667 936991150
1 817593629 695749097
1 998905158 719321907
2 616777243 64537610
2 319870356 702483429
2 290751933 935419584
1 447378699 753545946
2 2340305 678800489
2 961854403 423035183
1 598202103 611793514
1 664431795 983192743
2 573316301 760925396
2 142037983 23543395
1 222652993 212340277
2 102632947 315550266
1 388252150 298565464
2 919129620 754629047
1 834233822 840093669
2 114540820 942214028
1 430749369 437270746
1 607503732 970944464
2 746418811 608974350
1 382442381 290541996
1 109262607 71096242
1 205033648 82247079
1 831580765 347321257
1 137547267 64512297
1 144436929 333418102
1 425870285 831863122
1 227093933 689291212
1 886915661 707520600
1 695923382 981318290
1 18337635 903448502
2 712624963 364432400
1 76341507 462444399
1 823894640 222658624
1 958421142 702276025
2 135618627 300588031
2 589244171 25180611
1 879120092 476873462
1 200057842 205737870
1 766836942 179118547
2 354984888 314419828
2 861097400 364683245
1 209760500 69553704
1 818888116 977355636
2 571665422 931889454
1 230729027 300268885
1 106927877 278973356
2 735045722 587512110
1 288255733 783975477
1 436075973 914674647
1 172180107 170585840
2 483850176 696820490
1 280468952 115071099
2 807458192 793646129
1 117147253 444355450
2 90970199 75261576
1 128591325 658828971
2 617365408 212408530
1 470173014 605508985
1 569552565 928323854
1 243104908 143270740
1 141531736 104984654
2 378248343 668305681
2 176635772 895019850
1 887401293 279603036
1 961842456 222241954
1 132661441 552813301
1 867585763 892934189
2 383265625 241902022
1 138310363 4964887
1 853682737 507515152
1 166562108 31135693
2 21895445 570019056
2 80614993 419963250
1 321224475 45862767
2 995668141 794846941
1 448838497 311545746
1 717802168 685392377
1 910389978 103375371
1 395476130 98408023
2 769801560 258824323
1 72477261 88054934
1 159179397 356479795
1 614970694 766639625
1 235675865 837396565
1 218938925 67025164
1 73737373 791920848
1 875927464 505465841
1 825858447 809086746
1 274787711 267217727
1 944311671 935081745
1 317520821 868554330
2 967161565 780698812
1 11070270 812907757
2 687629557 380459992
1 78362517 69821117
2 635365728 303097612
1 325259069 76269646
2 768742202 781547240
2 906587159 613905848
1 803319553 162038582
1 439104106 61877028
2 473872251 147054412
1 195794424 771936964
1 783508676 853572706
1 646297739 146791425
1 86733496 381449537
1 827242597 657197101
1 85128458 529884704
2 8018229 56862198
1 926389497 364813907
1 189304349 7891014
1 748264812 215437030
1 188630464 419324054
1 549520784 261629519
1 520164535 146896455
2 135516178 287737826
1 730851979 970233860
2 148547152 255985850
2 391815450 850385026
1 145199683 622627767
1 968225034 474553119
1 659719246 236276639
1 346746293 287307071
2 368444487 44117286
1 85879312 57564578
1 877635787 506984513
2 301432114 48595303
2 747908265 665402542
1 594907156 713689038
1 31960643 84593729
1 314839701 111148499
1 533073382 855534568
1 620790204 938380080
1 652778404 900167152
1 593520600 239183885
1 413153172 50731053
1 385041011 809022044
1 794546530 890212664
1 717118548 726187850
2 521723293 220633328
1 212497696 183471711
1 111201478 652467856
1 315878978 191386440
1 303570521 836084822
1 706777886 83878445
2 582729274 405477798
2 789386022 849879166
1 470164759 112262131
2 867536955 427123202
2 856573335 845155504
1 667197065 214445399
1 992005920 727945779
1 720092216 165018398
1 162883817 694146041
1 52917928 333386038
2 78025748 413721966
1 981504114 317751391
1 632907718 793512835
1 384642734 764652868
1 48803470 487124292
1 136691828 719534553
1 583485860 29495396
2 937546859 262541174
2 4241495 212824692
1 839874089 353802092
1 335960340 543904995
1 312429099 398349978
2 27914997 15919533
1 649094941 121746627
2 63288669 688254618
1 281405852 829163870
1 5082123 308873959
1 820087532 661103878
1 814601395 590374718
1 555920098 440717567
1 59474772 451070658
1 395010950 870062351
1 730894744 541501568
1 139833486 627267962
2 939992022 556206422
1 383131428 926915268
1 627100448 974973707
1 128182612 439061943
1 804017115 941523459
1 912528744 689877181
1 336484287 759947636
1 616830871 172884828
1 46810800 770100798
2 323295017 278702387
1 458929462 259186388
1 417334424 458073066
1 953348135 339593256
1 945066693 739834617
2 547807574 739501529
1 973131156 179883340
2 433241628 167973397
1 232516550 632901957
1 456912076 712718238
1 279502402 843113003
2 530144218 17199101
2 818397156 961220435
2 14150892 49314183
2 501249065 707666852
1 975639144 529448363
2 606761049 226089518
1 257858177 200381193
1 960027451 929707624
1 339953992 93221102
1 828970967 434119211
1 729575779 641471861
2 614951906 450869709
2 563957153 582536260
2 637284347 337072440
1 740423063 770169123
1 169110870 125527109
2 886980279 793555326
1 61792074 97764795
1 384190328 750999814
2 229768312 333401056
2 318559569 146922790
1 77881868 581487962
1 758829458 888804720
1 221561115 41015907
1 472026616 339721672
2 992877153 338373281
2 198969302 445020335
2 169585885 312148204
1 9721212 968631490
1 547088989 192640247
1 142615766 937386266
1 447939146 583044087
1 582905964 873117912
2 2871382 453150549
1 957047961 245543075
2 263147968 59069003
2 312691429 512362994
2 55507688 348282927
1 858878668 581676520
1 837417506 661179482
1 348457376 128191641
1 126162658 849433417
1 819072809 579502171
1 20071592 774271321
1 279588854 355649542
1 233667920 656624724
2 100761379 717856526
1 361885401 327224881
1 462389794 789432912
1 590697679 38990872
1 130251997 859477286
1 343020787 304258561
1 602860647 451047583
2 891508920 597013321
1 581291212 651268459
1 562153891 132861462
1 273331325 412058342
1 916887584 579951994
1 116646012 609932551
1 449678033 536725416
1 438144670 176043127
1 166913642 496916690
2 938857640 818000971
2 218629357 952061660
2 2122992 759861701
2 954006580 875681558
2 552078837 659658419
1 91875672 906655689
1 15367060 14613289
1 530204208 25451031
1 310041563 866200297
1 643171180 492826909
1 482750938 194775178
1 520716974 694320493
2 957845250 760677416
2 6319620 425628146
1 924825306 845259534
2 93677823 130636488
1 772699478 719491915
1 492111374 956338221
2 659514771 301654030
2 72667746 556095526
1 351877113 621652931
1 152031222 476186802
1 456096672 40608739
1 133902138 516328466
1 108445710 226410245
1 804428211 260879343
1 611605730 46264499
1 864040988 445442880
1 692537847 122227789
2 31545730 908106948
2 31925003 485592249
1 800851691 634354888
2 18236843 563942427
1 354708354 961680184
1 653851068 601078177
1 940695102 280948678
2 780334537 192909708
1 955265804 564622856
1 317089217 57036843
2 366981407 283473265
1 592322423 576259516
1 588964054 966726555
1 683547611 140165205
2 86615458 899573587
2 105571087 511766787
1 444775826 104216022
1 664199591 582528831
1 60219128 76560068
2 10330258 821954446
1 985236575 417692586
1 903184288 49406351
1 280815505 644620076
1 285370435 889917294
1 37474662 416914241
1 536212054 274608766
2 777108335 657223869
1 92672603 622794546
1 104082955 270536027
1 605858517 89619723
1 295114167 444063846
2 516155946 346534189
2 890241245 559014644
2 49914317 829776998
1 80904092 983882849
1 916893434 678272944
1 741853322 831706950
2 259067426 989854891
1 188981042 76058981
1 277375659 813186823
2 403200079 272821468
1 292479892 912455439
1 483745921 92090352
2 68884409 39554908
1 540505901 426851297
2 16665428 715952864
2 619530468 447855020
1 895755018 887200634
2 383843407 215265861
1 469599424 555116443
2 159175824 650933453
2 673276099 453038428
1 945927952 182629101
1 299103997 929143599
2 49407697 466475737
1 740749335 604350264
1 286613541 307963366
1 131945241 839015292
1 563309603 82076576
1 569951787 402618489
1 399665310 638995932
1 133358251 172175667
1 878867001 725161741
1 981802872 44009803
1 922492331 644159424
2 121074405 668984635
1 407299042 444615905
2 847133085 742158563
2 779256122 247857979
1 711451341 173741691
1 594277800 873520981
2 583530270 628410619
2 866030057 515987211
1 955847587 752715149
1 28255470 881755459
1 939582641 911169474
2 808953791 367396180
1 910076260 66146464
1 834775791 359032064
1 533736999 271527252
1 626718094 991200970
1 735141893 56374460
1 974249667 444323472
1 561160606 471105996
2 492121724 923269249
1 36997800 199250617
1 265957502 827245285
1 394985424 648068291
2 210884016 772617940
2 108438839 465434417
1 892041186 745851973
1 48275895 210105855
1 257985286 982197087
1 740110959 819604489
2 364231994 111707786
2 805612677 47868004
1 792396199 256821546
1 540123632 444507155
1 109927506 154130431
1 103015494 95545332
1 986458809 632426601
1 862444401 735914004
2 58510660 634130872
1 636035844 828318989
1 789304616 629172171
2 884932738 385767022
2 744736298 41244348
2 279169050 535433233
1 358983176 148674609
1 781847942 65925201
1 262924264 594243169
1 456580741 793443256
2 957113554 200480979
1 164873643 570391849
1 720517511 77521944
1 99468001 16415441
2 26582223 676780541
1 212558768 2887393
1 234915938 950205358
1 464439889 885641225
1 78915500 773871810
1 416071948 714475404
1 697621038 803556693
1 403777431 238958297
1 816422838 138596161
1 609338513 595854026
2 366316434 637668867
1 714980739 510275408
1 407327550 569244792
2 829004808 2884898
1 526358735 26117152
1 180783388 530020189
2 713572160 458608272
2 860162793 689128925
1 159593707 877337024
1 273603739 488531724
1 193773286 955387528
1 850089022 237489263
2 779044123 186779502
2 210240384 692513151
1 613666507 676510255
2 593509345 842999678
2 106346311 656054673
2 261449517 223469035
1 558115445 830692597
1 795903151 861600272
1 91118610 274637959
1 432400748 67688766
1 513861288 80417760
2 596631062 977111191
1 791162091 635499791
1 876008267 716038215
1 58155834 320042653
1 475516403 10513312
2 199440010 913758750
2 31419079 926967238
1 667580086 563933474
2 89540223 102448570
1 943596968 14991728
1 59907187 837745113
2 719263368 473977013
1 977241348 333382158
1 745650409 224838749
1 572680724 816200992
1 360644377 151192405
1 462247451 190052689
1 733840391 656866816
1 174556408 306887454
2 950017534 196757071
2 137512313 477040419
1 224386204 70625074
2 353419288 125689461
1 102771406 140641963
2 574391183 646597994
1 196998380 679472633
1 841383212 95312236
1 131918572 390789409
1 51483463 639631478
1 810037299 43540891
2 64985875 88887027
1 456414110 140359686
1 376342320 639010403
1 331269806 374016418
1 65401322 481370168
1 379727383 904210844
1 241227902 661201956
1 735542870 146122536
1 8549947 610533458
1 401702702 521704924
2 645742659 407496453
1 222921043 422489333
2 116837217 676031339
1 409502026 962945994
1 634042128 532188882
1 886190262 400641489
1 954794660 236040236
1 501944058 650995968
2 855438053 737318684
1 825339920 684138045
2 788247134 242962795
1 407421119 141858975
2 184875151 935309295
1 79908767 849367594
2 364173608 130414284
1 294505198 592035029
1 468012455 800215871
1 828718668 488697212
1 726304738 706682018
1 220348799 933435943
1 985086918 404396103
1 140665068 925786176
2 59541686 137220747
2 791142020 298166494
1 255899839 646332779
1 638344087 968253444
1 135867068 535673693
1 904533917 257784484
2 117748880 611460782
2 719212612 413899499
1 314312923 640503819
1 392666546 122369969
2 430729520 103668603
1 585942461 367915463
1 486810745 62979792
1 768944902 893358846
2 333526092 433688152
1 861449152 41149590
1 110806188 451279767
1 826659709 598016720
1 641960432 264116674
1 543004009 610363160
1 372888464 779132502
1 112116843 443095391
1 435746170 459621498
1 801301201 599334870
1 336880229 179115311
2 93112746 16300515
1 786407348 179429129
1 625891751 780734629
1 791566203 191980656
1 839349974 927914453
2 575600139 490685016
1 459503197 312015945
2 888770580 818373175
1 984334680 646433919
1 62588259 801365630
1 304212320 530877311
1 567648170 340433216
1 829510644 121557384
2 910166933 649625350
1 418907343 917297513
1 155506859 116180814
2 640449637 849010295
2 676622863 74547576
2 862517107 810400099
1 145602959 958036558
1 24601283 595376666
2 627132571 160359899
1 212228273 743225222
1 705303231 714650555
1 644215404 863230501
1 937939703 68114272
2 459992528 946267474
2 120516316 233622469
2 95883191 334529396
1 758164972 103701684
1 300822886 753739964
1 502529347 750529956
2 746095694 473314225
1 543736243 32118116
2 174229386 253079641
